System,System_ID,PACCAR_ID,Address,Name,City,Region,Country,Postal_Code
CASS,T,UNK,710 MAULDIN RD.,SOUTHEASTERN FREIGHT LINES,GREENVILLE,SC,US,29607
CASS,P,UNK,710 N MECHANIC ST,VICTORIA MACK,EL CAMPO,TX,US,77437
CASS,P,C374002,710 N NECHANIC ST,PERFORMANCE TRUCK,BL CAMPO,TX,US,77437
SAP S4,SAP S4,303170,710 NORTH BROADWAY,GREENSHIELDS INDUSTRIAL SUPPLY,EVERETT,WA,US,98201
SAP S4,SAP S4,14150AA,710 OHIO STREET,HENKEL ADHESIVES,BUFFALO,NY,US,14203
CASS,T,UNK,710 OVILLA ROAD,JUAN GARZA,WAXAHACHIE,TX,US,75167
CASS,P,UNK,710 PARKER STREET,JOS J  ALBANESE INC,SANTA CLARA,CA,US,95050
CASS,P,UNK,710 S EAST ST,DOTYS COLLISION CENTER,MOUNT CARROLL,IL,US,61053
CASS,T,20176AA,710 SPACE PARK NORTH,NEELY PRECISION,GOODLETTSVILLE,TN,US,37072
PTS,,20176AA,710 SPACE PARK NORTH,NEELY PRECISION,GOODLETTSVILLE,TN,USA,37072
CASS,D,UNK,710 UNION PACIFIC BLVD,MILO DISTRIBUTION CENTER,LAREDO,TX,US,78045
CASS,T,UNK,710 VENTURE DR,NIDEC INDUSTRIAL MOTORS,SOUTHAVEN,MS,US,38672
CASS,P,UNK,710 W EXCHANGE RD,BLOOM RECYCLERS,OGDEN,UT,US,84401
CASS,W,5659,710 W WILSHIRE BLVD STE E F,ACCURATE SOLUTIONS INC,OKLAHOMA CITY,OK,US,73116
PTS,,5659,710 W.WILSHIRE BLVD. STE E & F,ACCURATE SOLUTIONS INC.,OKLAHOMA CITY,OK,USA,73116
CASS,T,UNK,7100 AVIARA RESORT DR,AVIARA RESORT,CARLSBAD,CA,US,92011
SAP S4,SAP S4,304587,7100 AVIARA RESORT DR,HYATT CORPORATION,CARLSBAD,CA,US,92011
CASS,D,UNK,7100 DURAND AVE SUITE 300,CNH AMERICAN PARTS,STURTEVANT,WI,US,53177
CASS,D,UNK,7100 GRADE LN,ISA RECYCLING,LOUISVILLE,KY,US,40213
SAP S4,SAP S4,300114,7100 HARDESON ROAD,COMMUNITY TRANSIT,EVERETT,WA,US,98203-9865
CASS,T,18021AA,7100 LAMPSON,UMPCO INC,GARDEN GROVE,CA,US,92846
PTS,,18021AA,7100 LAMPSON,UMPCO INC,GARDEN GROVE,CA,USA,92846
CASS,T,31495AA,7100 OLD KATY ROAD,TELE COMMUNICATIONS INC,HOUSTON,TX,US,77024
PTS,,31495AA,7100 OLD KATY ROAD,"TELE-COMMUNICATIONS, INC.",HOUSTON,TX,USA,77024
SAP S4,SAP S4,306100,7100 RUE JEAN-TALON EST,UMANICO INDUSTRIEL INC,MONTREAL,QC,CA,H1M 0A3
CASS,T,12436IH,7100 WINSTEAD DRIVE,PARKER HANNIFIN,LOUISVILLE,KY,US,40258
PTS,,12436IH,7100 WINSTEAD DRIVE,PARKER HANNIFIN,LOUISVILLE,KY,USA,40258
CASS,T,16415AA,7101 COCKRILL BEND BLVD,PARMAN LUBRICANTS CORP,NASHVILLE,TN,US,37209
PTS,,16415AA,7101 COCKRILL BEND BLVD,PARMAN LUBRICANTS CORP,NASHVILLE,TN,USA,37209-0907
CASS,T,12310KY,7101 DISTRIBUTION DRIVE,DYNACRAFT LOUISVILLE,LOUISVILLE,KY,US,40258
CASS,D,DY08,7101 DISTRIBUTION DRIVE,DYNACRAFT LOUISVILLE(LOUIAB),LOUISVILLE,KY,US,40258
PTS,,DY03,7101 DISTRIBUTION DRIVE,DYNACRAFT C/O PEGASUS INDUSTRIES,LOUISVILLE,KY,USA,40258
PTS,,12310KY,7101 distribution drive,Dynacraft Louisville c/o pegasus,LOUISVILLE,KY,USA,40258
PTS,,US06L003,7101 DISTRIBUTION DRIVE,Dynacraft-DD  c/o Pegasus,"LOUISVILLE,",KY,USA,40258
CASS,W,UNK,7101 E 38TH ST,CLARK SEALS LLC,TULSA,OK,US,74145
CASS,T,UNK,7101 LOGISTICS DR,HENKEL CORP AC,LOUISVILLE,KY,US,40258
CASS,P,UNK,7101 TROY HILL DR,MACK TRUCK PARTS,ELKRIDGE,MD,US,21075
CASS,W,3364,7101 WINNETKA AVE N,DAMARK,MINNEAPOLIS,MN,US,55468
PTS,,3364,7101 WINNETKA AVE N.,DAMARK,MINNEAPOLIS,MN,USA,55468
SAP S4,SAP S4,302041,7102 COMMERCE WAY,DELEK US HOLDINGS INC,BRENTWOOD,TN,US,37027
CASS,P,UNK,7102 EAST HWY 332,VERNOR MATERIALS EQUIPMENT,FREEPORT,TX,US,77541
CASS,T,14969AA,7103 S 216TH,BEA WEST,KENT,WA,US,98032
SAP S4,SAP S4,14969AA,7103 S 216TH,BEA WEST,KENT,WA,US,98032
PTS,,14969AA,7103 S 216TH,BEA WEST,KENT,WA,USA,98032
CASS,T,FEDEXTERM,7104 BROOKS RD,TRY HOUR AGK CO FEDEX DOCK,SHREVEPORT,LA,US,71129
CASS,P,UNK,7105 LAUREL AIRPORT RD,FISHER SAND GRAVEL,BILLINGS,MT,US,59106
SAP S4,SAP S4,305495,7106 CORPORATE WAY,EVOKE TECHNOLOGIES,DAYTON,OH,US,45459
CASS,T,UNK,7106 W WILL D ALTON LN,WESTERN INTEGRATED TECHNOLOGIES,SPOKANE,WA,US,99224
CASS,P,UNK,7108 INDUSTRIAL DRIVE,CHIPS TOWING,OWINGS,MD,US,20736
SAP S4,SAP S4,21884AA,710B EAST STATE PARKWAY,MTA USA CORP.,SCHAUMBURG,IL,US,60173
CASS,T,UNK,711 CAMPBELL DR,MILLER INDUSTRIES,GREENEVILLE,TN,US,37745
SAP S4,SAP S4,305510,711 EAST 11TH STREET,STELLAR INDUSTRIAL SUPPLY INC,TACOMA,WA,US,98421
PTS,,I133,711 Fortuna Road NW,Inland Kenworth - Albuquerque,ALBUQUERQUE,NM,USA,87121
CASS,P,UNK,711 LANDIS AVE,PIPCO TRANSPORTATION,ROSENHAYN,NJ,US,8352
SAP S4,SAP S4,302957,711 LOUISIANA ST,BRACEWELL LLP,HOUSTON,TX,US,77002
CASS,T,UNK,711 MARSHALL STUART DR,TENNSCO CORP,DICKSON,TN,US,37055
SAP S4,SAP S4,12085AD,711 N BOWER RD,NTN BEARINGS - MACOMB,MACOMB,IL,US,61455
SAP S4,SAP S4,302046,711 NORTH 11TH STREET,TAYLOR AND ASSOCIATES REPORTING,ST LOUIS,MO,US,63101
CASS,T,12085AD,711 NORTH BOWER ROAD,NTN BOWER CORP MACOMB,MACOMB,IL,US,61455
PTS,,12085AD,711 NORTH BOWER ROAD,NTN BOWER CORP - MACOMB,MACOMB,IL,USA,61455
CASS,W,C9676,711 ROUTE 199,FIVE STAR EQUIPMENT INC,ATHENS,PA,US,18810
CASS,T,03508AC,711 WEST 9TH ST,CR INDUSTRIES,HOBART,OK,US,73651
PTS,,03508AC,711 WEST 9TH ST,SKF USA Inc.,HOBART,OK,USA,73651
PTS,,03508AE,711 WEST 9TH ST,SKF USA Inc.,HOBART,OK,USA,73651
SAP S4,SAP S4,302052,711 WEST TITUS STREET,ECO ENVIRONMENTAL SERVICES INC,KENT,WA,US,98032
CASS,T,11289AD,7111 CRABB ROAD,MICHELIN TIRE CORP,TEMPERANCE,MI,US,48182
PTS,,11289AD,7111 CRABB ROAD,MICHELIN TIRE CORP,TEMPERANCE,MI,USA,48182
CASS,T,UNK,7111 TELEGRAPH RD,ADVANCED FILTRATION CONCEPTS,MONTEBELLO,CA,US,90640
CASS,P,UNK,7111 WALL ST,PREMIER TRUCK SALES,CLEVELAND,OH,US,44125
BAAN,BAAN,14171AA,7112 265TH ST.,"INDEX SENSORS & CONTROLS,INC.",STANWOOD,WA,US    ,98292
SAP S4,SAP S4,14171AA,7112 265TH ST. NW,INDEX SENSORS & CONTROLS,STANWOOD,WA,US,98292
CASS,T,UNK,7112 AUGUSTA RD,RESPONSE PACKAGING,PIEDMONT,SC,US,29673
CASS,T,15290CA,7113 THREE CHOPT RD SUITE 201,INTEGRIS METALS,RICHMOND,VA,US,23226
PTS,,15290CA,7113 THREE CHOPT RD SUITE 201,INTEGRIS METALS,RICHMOND,VA,USA,23226
CASS,P,UNK,71156 RANGE ROAD 262,STAR FABRICATION LTD,CROOKED CREEK,AB,CA,T0H0Y0
CASS,W,892,7116 SOUTH MINGO RD,NETWORK AMERICA UNIVIEW TECH,TULSA,OK,US,74133
PTS,,892,7116 SOUTH MINGO RD.,NETWORK AMERICA/UNIVIEW TECH,TULSA,OK,USA,74133
SAP S4,SAP S4,303518,7116 WEST CANBERRA ST DR,JEREMY FOGO,GREELY,CO,US,80634
CASS,P,W065,712 FRONTIER DR,WALLWORK KENWORTH FERGUS FALLS,FERGUS FALLS,MN,US,56537
CASS,P,W064-006,712 FRONTIER DR,WALLWORK KENWORTH-FERGUS FALLS,FERGUS FALLS,MN,US,56537
PTS,,W065,712 Frontier Dr,Wallwork Kenworth - Fergus Falls,FERGUS FALLS,MN,USA,56537
CASS,T,03508AB,712 INTERCHANGE DR,COLINX,CROSSVILLE,TN,US,38571
PTS,,03508AB,712 INTERCHANGE DRIVE,SKF Sealing Solutions,CROSSVILLE,TN,USA,38555
SAP S4,SAP S4,302844,712 LINDER ST,MAX JABLONSKI,MENDOTA HEIGHTS,MN,US,55118
CASS,W,4659,712 MORSE AVE,MOONEY MATERIAL HANDLING,SCHAUMBURG,IL,US,60193
PTS,,4659,712 MORSE AVE,MOONEY MATERIAL HANDLING,SCHAUMBURG,IL,USA,60193
CASS,T,79808AA,712 SCHYLER CT,HERBERT ASSOCIATES,GAHANNA,OH,US,43230
PTS,,79808AA,712 SCHYLER CT,HERBERT & ASSOCIATES,GAHANNA,OH,USA,43230
CASS,P,3947,7120 BUFFINGTON RD,EMERSON POWER TRANSMISSION,FLORENCE,KY,US,41042
CASS,P,UNK,7120 S JORDAN RD,MR BULTS INC,ENGLEWOOD,CO,US,80112
CASS,T,04373AARTN,7121 301 N,CONSOLIDATED DIESEL CO,BATTLEBORO,NC,US,27809
CASS,T,04373AARTN,7121 HWY 301 NORTH,CONSOLIDATED DIESEL CO,BATTLEBORO,NC,US,27809
CASS,W,3861,7123 S RIVERSIDE DRIVE,IKON OFFICE SOLUTIONS,TULSA,OK,US,74136
PTS,,3861,7123 S. RIVERSIDE DRIVE,IKON OFFICE SOLUTIONS,TULSA,OK,USA,74136
CASS,P,UNK,7123 SW 82ND AVE,KECKS REPAIR,OWATONNA,MN,US,55060
SAP S4,SAP S4,307234,"7126 180TH AVE NE, C101","AAR TESTING LABORATORY, INC",REDMOND,WA,US,98052
SAP S4,SAP S4,306101,713  CHEMIN MONTREAL,FONDATION DE L HOPITAL MONTFORT,OTTAWA,ON,CA,K1K 0T2
CASS,P,UNK,713 HILL STREET,PETERBILT OF WILLOW SPRINGS,WILLOW SPRINGS,MO,US,65793
PTS,,P605,713 Hill Street,Peterbilt of Willow Springs,WILLOW SPRINGS,MO,USA,65793
CASS,T,UNK,7130 NORTHLAND CIR N,NORTH STAR COMPUTER FORMS,MINNEAPOLIS,MN,US,55428
CASS,T,20278AH,7130 SYCAMORE CANYON BLVD,DOMETIC,RIVERSIDE,CA,US,92508
CASS,P,UNK,7131 N MAIN,DONALD A VANCE,CAMDEN,OH,US,45311
CASS,P,UNK,7131 OIL CENTER RD,MIKE STEARNS,BLOOMDALE,OH,US,44817
SAP S4,SAP S4,21484AA,71319 RANGE ROAD 260,STAR FABRICATION LTD,CROOKED CREEK,AB,CA,T0H 0Y0
CASS,P,UNK,71319 RR 260,STAR FABRICATION LTD,CROOKED CREEK,AB,CA,T0H0Y0
SAP S4,SAP S4,306491,7132 REGAL LANE,REGAL CINEMAS,KNOXVILLE,TN,US,37918
CASS,T,UNK,714 DALLAS DR,LAWN LAND,DENTON,TX,US,75205
SAP S4,SAP S4,304785,714 DALLAS DR,LAWN LAND,DENTON,TX,US,76205
CASS,P,G401,714 E US HIGHWAY 24,PETERBILT OF GOODLAND,GOODLAND,KS,US,67735
SAP S4,SAP S4,G401,714 E US HWY 24,PETERBILT OF GOODLAND,GOODLAND,KS,US,67735
CASS,P,UNK,714 INTERCGANGE DR,SKF CP MFG,CROSSVILLE,TN,US,38571
CASS,T,UNK,714 STEWART RD,MILLIKEN,LAGRANGE,GA,US,30241
PTS,,20542AB,714 Union Pacific,MITSUBISHI ELECTRIC AUTOMOTIVE,LAREDO,TX,USA,78045
CASS,T,UNK,714 UNION PACIFIC BLVD,GA FORWARDING,LAREDO,TX,US,78045
SAP S4,SAP S4,20542AB,714 UNION PACIFIC BLVD.,MITSUBISHI - TEXAS,LAREDO,TX,US,78045
SAP S4,SAP S4,06257BB,7140 OFFICE CIRCLE,ACCURIDE CORPORATION,EVANSVILLE,IN,US,47716-0600
BAAN,BAAN,06257MX,7140 OFFICE CIRCLE,ACCURIDE CORP.,EVANSVILLE IN.,IN ,US    ,47716-0600
BAAN,BAAN,06257BB,7140 OFFICE CIRCLE P.O. BOX 15600,ACCURIDE CORPORATION,EVANSVILLE IN.,IN ,US    ,47716-0600
CASS,T,68085AA,7143 EAST FLAGG ROAD,WARREN A JOHNSON,ASHTON,IL,US,61006
PTS,,68085AA,7143 EAST FLAGG ROAD,WARREN A. JOHNSON,ASHTON,IL,USA,61006
CASS,P,UNK,71449 RAIL LOOP DR,CASCADE SPECIALITIES LLC,BOARDMAN,OR,US,97818
SAP S4,SAP S4,304493,7145 CARNOUSTIE DR,SC & ASSOCIATES INC,CLEBURNE,TX,US,76003
CASS,P,C239,714976 OXFORD RD 4,CERVUS EQUIPMENT,WOODSTOCK,ON,CA,N4S0B1
CASS,T,UNK,714976 OXFORD ROAD 4,PETERBILT,WOODSTOCK,ON,CA,N4S7V9
CASS,P,EXPEDITOR,715 BOB BULLOCK LOOP,V641 WORLD TRADE BRIDGE,LAREDO,TX,US,78045
PTS,,EXPEDITOR,715 Bob Bullock Loop,V641 World Trade Bridge,LAREDO,TX,USA,78045
SAP S4,SAP S4,304796,715 DALLAS DR,GLORIA CORTEZ AKERS,DENTON,TX,US,76205
CASS,P,UNK,715 E STEUBEN,MOUNTAIN LOGGING INC,BINGEN,WA,US,98605
CASS,T,UNK,715 FRONTERA ROAD,JOYSON SAFETY SYSTEMS,DEL RIO,TX,US,78840
CASS,W,1062,715 GOODARD AVE,C M S COMMUNICATIONS,CHESTERFIELD,MO,US,63005
PTS,,1062,715 GOODARD AVE,C.M.S. COMMUNICATIONS,CHESTERFIELD,MO,USA,63005
CASS,T,UNK,715 HWY 77,SOUTHWORTH PRODUCTS CORP,MANILA,AR,US,72442
CASS,T,06292AB,715 LYNN AVE,FLAMBEAU BARABOO,BARABOO,WI,US,53913
BAAN,BAAN,06292AB,715 LYNN AVE,"FLAMBEAU, INC.",BARABOO,"WI	",US    ,53913
PTS,,06292AB539,715 Lynn Ave,Flambeau-WI,BARABOO,WI,USA,53913
PTS,,06292AB,715 LYNN AVENUE,FLAMBEAU INC.,BARABOO,WI,USA,53913
SAP S4,SAP S4,P617,715 N BLOOMINGTON,PB OF NORTHWEST ARKANSAS,LOWELL,AR,US,72745
SAP S4,SAP S4,Y979,715 N BLOOMINGTON,PB OF NORTHWEST ARKANSAS DSFW,LOWELL,AR,US,72745
CASS,P,P615,715 N BLOOMINGTON,PETERBILT OF NW ARKANSAS,LOWELL,AR,US,72745
PTS,,P617,715 North Bloomington,Peterbilt of NW Arkansas,LOWELL,AR,USA,72745
CASS,P,M303,715 ORCHARD PARK DR,MARTIN'S PB OF WEST VIRGINIA,HURRICANE,WV,US,25526
SAP S4,SAP S4,M303,715 ORCHARD PARK RD,MARTINS PB - HURRICANE,HURRICANE,WV,US,25526
PTS,,M303,715 Orchard Park Road,Martin's PB of West Virginia,HURRIICANE,WV,USA,25526
CASS,P,UNK,715 PETE HARING RD,PETERBILT TRUCK,WISNER,LA,US,71378
CASS,P,UNK,715 PUSHVILLE RD,NACHI AMERICA INC,GREENWOOD,IN,US,46143
PTS,,CM17,715 rue Dubois,Manheim,SAINT-EUSTACHE,QC,CA    ,J7P 3W1
CASS,T,UNK,715 RUE DUBOIS,MANHEIM,ST EUSTACHE,PQ,CA,J7P3W1
CASS,T,UNK,715 RUE DUBOIS,MANHEIM,ST EUSTACHE,PQ,CA,J7P3W1
CASS,P,UNK,715 S 1500 E,PACCAR PARTS,NAPLES,UT,US,84078
SAP S4,SAP S4,P254,715 S 1500 E,JACKSON GROUP PB - VERNAL,VERNAL,UT,US,84078
CASS,P,P250 003,715 S 1500 E,PETERBILT OF UTAH INC,VERNAL,UT,US,84078
CASS,P,P254,715 SOUTH 1500 E,JACKSON GROUP PB VERNAL,VERNAL,UT,US,84078
PTS,,P254,715 South 1500 E.,Jackson Group PB- Vernal,NAPLES,UT,USA,84078
CASS,P,Z413 001,715 STATE ST,SOUTHERN CONCRETE MATERIALS,CHARLOTTE,NC,US,28233
SAP S4,SAP S4,305104,715 TEAL POINT ROAD,TEAL POINT INC,MOUNTAIN HOME,AR,US,72653
CASS,T,UNK,715 THOMPSON LANE,PEPSICO RON BILLS,NASHVILLE,TN,US,37204
CASS,T,UNK,715 W ORCHARD DR,TOKU-E COMPANY STE 3,BELLINGHAM,WA,US,98225
SAP S4,SAP S4,302056,715 WISCONSIN STREET,LAKE GENEVA FOOD PANTRY,LAKE GENEVA,WI,US,53147
CASS,T,UNK,7150 ALMEDA GENOA ROAD,APPLIED CRYO TECHNOLOGIES,HOUSTON,TX,US,77075
SAP S4,SAP S4,302061,7150 S TENAYA WAY SUITE 100,GLOBAL EXPERIENCE SPECIALISTS,LAS VEGAS,NV,US,89113
CASS,P,20278AH,7151 44 STREET SE 111,DOMETIC CORPORATION,CALGARY,AB,CA,T2E7H7
CASS,P,UNK,7151 INDUSTRIAL DR S,NEXTRAN TRUCK CENTER,RIVIERA BEACH,FL,US,33404
CASS,T,UNK,7151 JACK NEWELL BLVD,ALLIED ELECTRONICS,FORT WORTH,TX,US,76118
CASS,P,P267,7151 OLD HWY 99 N,PAPE KENWORTH ROSE BURG,ROSEBURG,OR,US,97470
PTS,,P267,7151 Old Hwy 99 N,Pape Kenworth-Roseburg,ROSEBURG,OR,USA,97470
SAP S4,SAP S4,P267,7151 OLD HWY 99 NORTH,PAPE KENWORTH ROSEBURG,ROSEBURG,OR,US,97470
SAP S4,SAP S4,305073,716 39TH AVENUE NORTHEAST,INVEST CAST INC,COLOMBIA HEIGHTS,MN,US,55421
CASS,T,05172AA,716 E HICKORY,DEALERS ELECTRIC,DENTON,TX,US,76201
SAP S4,SAP S4,304450,716 E HICKORY,DEALERS ELECTRIC,DENTON,TX,US,76201
PTS,,05172AA,716 E HICKORY,DEALERS ELECTRIC,DENTON,TX,USA,76201
CASS,P,UNK,7160 DELTA CIR,BULLDOG PAINT AND BODY,AUSTELL,GA,US,30168
SAP S4,SAP S4,303530,717 MAINE AVE,JERALD GREEN,ADRIAN,MN,US,56110
CASS,T,15339AA,717 MORISON ST,RICHLAR INDUSTRIES,MCMINNVILLE,TN,US,37110
PTS,,15339AA,717 MORISON ST,RICHLAR INDUSTRIES,MCMINNVILLE,TN,USA,37110
CASS,W,5648,717 SO HOUSTON AVE STE 500,ECAD INC,TULSA,OK,US,74127
PTS,,5648,717 SO. HOUSTON AVE STE 500,ECAD INC.,TULSA,OK,USA,74127
CASS,W,404,717 W ELGIN,ASPEN TRANSMISSION,BROKEN ARROW,OK,US,74012
PTS,,404,717 W. ELGIN,ASPEN TRANSMISSION,BROKEN ARROW,OK,USA,74012
CASS,W,864,717 WEST FREEPORT,LOGO WEAR INC,BROKEN ARROW,OK,US,74012
PTS,,864,717 WEST FREEPORT,LOGO-WEAR INC,BROKEN ARROW,OK,USA,74012
CASS,W,6490,7170 S BRADEN AVENUE SUITE 210,SOUND ADVICE,TULSA,OK,US,74136
PTS,,6490,7170 S BRADEN AVENUE.SUITE 210,SOUND ADVICE,TULSA,OK,USA,74136
CASS,T,UNK,7177 INDUSTRIAL PKWY          B,ULK TRANSIT,PLAIN CITY,OH,US,43064
CASS,P,UNK,718 HAZLE STREET,CITTERIO USA CORP,FREELAND,PA,US,18224
CASS,P,UNK,718 US 14,DRIVE TRAIN INDUSTRIES,GILLETTE,WY,US,82716
CASS,P,UNK,7183 ROSWELL HWY,PRESTIGE EQUIPMENT,ARTESIA,NM,US,88210
CASS,T,29345AA,7185 LIBERTY CENTER DRIVE,ALPHA LIBERTY CO INC,WEST CHESTER,OH,US,45069
CASS,T,29345AA,7185 LIBERTY CENTER DRIVE,ALPHA LIBERTY CO INC,WEST CHESTER,OH,US,45069
PTS,,29345AA,7185 LIBERTY CENTER DRIVE,ALPHA-LIBERTY CO. INC.,WEST CHESTER,OH,USA,45069
CASS,T,10225AB,7185 TOWER RD,KNOEDLER MANUFACTURERS,BATTLE CREEK,MI,US,49014
SAP S4,SAP S4,10225AA,7185 TOWER RD,KNOEDLER MANUFACTURERS,BATTLE CREEK,MI,US,49014
PTS,,10225AB,7185 TOWER RD,KNOEDLER MANUFACTURERS,BATTLE CREEK,MI,USA,49014
BAAN,BAAN,10225AA,7185 TOWER RD.,"KNOEDLER MANUFACTURES, INC",BATTLE CREEK,MI  ,US    ,49014
CASS,P,V929000,7188 PROGRESS WAY,TRP STORE 040-DELTA,DELTA,BC,CA,V4G1M6
CASS,T,UNK,719 COLUMBUS ST EAST HWY 45,OX BODY TBEI,FAYETTE,AL,US,35555
CASS,P,04088AM281,719 N SECREST AVE,HOLLAND SIMPLEX,MONROE,NC,US,28110
CASS,T,10446AS,719 N SECREST AVE,HOLLAND SIMPLEX,MONROE,NC,US,28110
PTS,,04088AM281,719 N. Secrest Ave,Holland Simplex,MONROE,NC,USA,28110
PTS,,10446AS,719 N. SECREST AVE.,HOLLAND SIMPLEX,MONROE,NC,USA,28110
SAP S4,SAP S4,302066,"719 SECOND AVENUE, SUITE 1150",VAN NESS FELDMAN PC,SEATTLE,WA,US,98104
SAP S4,SAP S4,301600,719 SOUTH MONROE STREET,WRIGHT MACHINE,SEATTLE,WA,US,98108-0000
PTS,,79993AA,719 W ELLSWORTH RD,WANDRES CORP,ANN ARBOR,MI,USA,48108
CASS,T,79993AA,719 W ELLSWORTH RD STE 7,WANDRES CORP,ANN ARBOR,MI,US,48108
SAP S4,SAP S4,300173,719 W MCGRAW,GARDEN TAPESTRY,SEATTLE,WA,US,98119
SAP S4,SAP S4,302071,719 WEST MCGRAW,GARDEN TAPESTRY LLC,SEATTLE,WA,US,98119
SAP S4,SAP S4,303264,7190 TERRAPIN LN,SP INDUSTRIAL LUBRICATION & AIR LLC,CLINTON,WA,US,98236
CASS,P,UNK,72 FLIGHTLINE DR,UPS MEAUB,AUBURN,ME,US,4210
CASS,P,UNK,72 ST PAULS CRESCENT,PAULS AUTOBODY,BARRI,ON,CA,L9J0E2
SAP S4,SAP S4,303925,72 SUMNER ST,JOHN J BURTON,MILFORD,MA,US,1757
SAP S4,SAP S4,302827,720 17TH STREET,MICHAEL KOEPP,BELLINGHAM,WA,US,98225
SAP S4,SAP S4,300361,720 2ND AVE,UNITED WAY OF KING COUNTY,SEATTLE,WA,US,98104-1702
CASS,T,28383AA,720 AVENUE F SUITE 108,SUMMITT CONTROLS INC,PLANO,TX,US,75074
PTS,,28383AA,"720 AVENUE F, SUITE 108","SUMMITT CONTROLS, INC",PLANO,TX,USA,75074
CASS,T,UNK,720 DARTMOUTH LANE,WES-TECH,BUFFALO GROVE,IL,US,60089
CASS,P,UNK,720 E 111TH ST,METHOD HOME CARE,CHICAGO,IL,US,60628
CASS,P,UNK,720 HUNTSVILLE AVE,TRUCK SOUTH,BIRMINGHAM,AL,US,35217
SAP S4,SAP S4,303476,720 JAMES AVENUE SE,WALLY CASH,EAST GRAND FORKS,MN,US,56721
CASS,W,880,720 LIND AVE SW,KAYE SMITH BUSINESS GRAPHICS,RENTON,WA,US,98055
PTS,,880,720 LIND AVE SW,KAYE SMITH BUSINESS GRAPHICS,RENTON,WA,USA,98055
CASS,P,UNK,720 OATES ROAD,SWEETEN TRUCK CENTER,HOUSTON,TX,US,77013
SAP S4,SAP S4,302076,"720 OLIVE WAY,SUITE 1900",ANCHOR QEALLC,SEATTLE,WA,US,98101
CASS,T,UNK,720 RAMSEY ST,WHITE RIVER DIST,BATESVILLE,AR,US,72501
SAP S4,SAP S4,302081,720 S FOREST DR,MTR WESTERNLLC,SEATTLE,WA,US,98134
CASS,P,O999,7200 E I 40 SERVICE ROAD,MHC KENWORTH OKLAHOMA CITY,OKLAHOMA CITY,OK,US,73128
SAP S4,SAP S4,300878,7200 HUDSON BLD SUI,HOYA OPTICAL LABS OF AMERICA,OAKDALE,MN,US,55128-0000
CASS,T,UNK,7200 N CAJON BLVD,FED EX SERVICES CENTER,DEVORE HEIGHTS,CA,US,92407
CASS,P,UNK,7200 NW 84TH AVE,INDUSTRIAL IVOR SA ZIX CORP,MEDLEY,FL,US,33166
CASS,P,I093 200,7200 NW 84TH AVE,INDUSTRIAL IVOR SA ZIX CORP,MEDLEY,FL,US,33166
PTS,,I093-200,7200 NW 84th Ave,Industria Ivor SA C/O Zix Corp,MIAMI,FL,USA,33166
CASS,T,04373GB,7200 TRANSCANADA HIGHWAY,CUMMINS EASTERN CANADA,POINTE CLAIRE,QC,CA,H9R1C2
PTS,,04373GB,7200 TRANSCANADA HIGHWAY,CUMMINS EASTERN CANADA,POINTE CLAIRE,QC,CA    ,H9R1C2
SAP S4,SAP S4,04373GB,7200 TRANSCANADA HIGHWAY,CUMMINS EASTERN CANADA,POINTE-CLAIRE,QC,CA,H9R 1C2
CASS,P,O999,7200 W I 40 SERVICE RD,MHC KENWORTH OKLAHOMA CITY,OKLAHOMA CITY,OK,US,73128
CASS,P,O999,7200 W I 40 SERVICE RD,MHC KENWORTH OKLAHOMA CITY,OKLAHOMA CITY,OK,US,73128
PTS,,O999,7200 W. I-40 Service Rd,MHC Kenworth - Oklahoma City,OKLAHOMA CITY,OK,USA,73128
SAP S4,SAP S4,O999,7200 WEST I-40 SERVICE ROAD,MHC KW-OKLAHOMA CITY,OKLAHOMA CITY,OK,US,73128
SAP S4,SAP S4,307208,7201 HAMILTON BOULEVARD,AIR PRODUCTS AND CHEMICALS INC,ALLENTOWN,PA,US,18195
CASS,W,UNK,7201 NE 42ND AVE,THOMPSON EQUIPMENT,PORTLAND,OR,US,97218
CASS,W,593,7201 SOUTH SUNNYLANE,POLLOCK PAPER NETWORK SERVICES,OKLAHOMA CITY,OK,US,73135
PTS,,593,7201 SOUTH SUNNYLANE,POLLOCK PAPER/NETWORK SERVICES,OKLAHOMA CITY,OK,USA,73135
CASS,P,S023,7202 98TH ST,GREATWEST KENWORTH LTD,CLAIRMONT,AB,CA,T0H0W0
CASS,P,UNK,7202 98TH ST,PACCAR PARTS,CLAIRMONT,AB,CA,T0H0W0
PTS,,S023,7202 98th ST,Greatwest Kenworth LTD,CLAIRMONT,AB,CA    ,T0H0W0
CASS,P,UNK,7205 ANDERSON RD,JX PETERBILT MADISON,DE FOREST,WI,US,53532
CASS,T,10478AA,7205 E HAMPTON AVE,LEGRIS INC,MESA,AZ,US,85208
PTS,,10478AA,7205 E HAMPTON AVE,LEGRIS INC.,MESA,AZ,USA,85208
PTS,,10478AA209,7205 E Hampton Ave,Parker Hannifin Fluid-Legris Inc.,MESA,AZ,USA,85209
SAP S4,SAP S4,10478AA,7205 E. HAMPTON,PARKER HANNIFIN CORP.,MESA,AZ,US,85208
KW Australia,,6005512,7205 E. Hampton Ave,Legris Corporation,MESA,AZ,US    ,85208
CASS,P,UNK,7205 W ARTHUR ST,COOPERSVILLE EXPRESS,COOPERSVILLE,MI,US,49404
